customer_id,age,gender,region,tenure_months,annual_spend_usd,num_purchases,avg_order_value,returns_count,loyalty_tier,last_purchase_days,email_opt_in,churned
C00059,69.0,Female,West,90,10101.98,43,275.62,7,Bronze,329.0,False,0
C00060,65.0,Female,West,82,9288.36,32,353.68,4,Gold,63.0,False,0
C00061,60.0,Female,West,111,43828.43,78,476.93,5,Platinum,256.0,True,0
C00062,37.0,Male,North,90,19319.35,69,308.93,8,Bronze,41.0,True,0
C00063,45.0,Male,East,44,2028.29,15,135.0,4,Bronze,280.0,True,0
C00064,66.0,Male,North,117,18791.29,71,316.48,0,Gold,32.0,False,0
C00065,65.0,Male,South,50,12307.36,76,167.04,4,Bronze,79.0,False,1
C00066,48.0,Female,North,40,22320.02,39,488.3,2,Silver,143.0,True,0
C00067,66.0,Female,South,109,19161.6,93,205.84,4,Gold,254.0,True,0
C00068,38.0,Male,North,45,26717.52,65,345.86,2,Bronze,17.0,True,0
C00069,41.0,Male,East,10,656.8,34,21.38,1,Silver,94.0,True,1
C00070,66.0,Male,North,57,412.81,2,206.03,10,Silver,122.0,False,0
C00071,39.0,Female,East,96,34129.53,68,438.8,1,Bronze,267.0,True,0
C00072,61.0,Male,East,23,6354.89,21,309.01,7,Gold,351.0,True,0
C00073,44.0,Male,North,56,15767.01,76,227.53,7,Bronze,225.0,True,0
C00074,35.0,Male,North,16,28367.81,53,468.61,6,Bronze,186.0,True,0
C00075,30.0,Female,West,83,19250.23,47,428.45,10,Gold,123.0,False,0
C00076,53.0,Female,East,58,2889.21,17,167.89,0,Bronze,301.0,True,0
C00077,45.0,Female,South,40,23730.97,72,276.83,3,Gold,40.0,True,0
C00078,39.0,Male,West,28,3717.17,17,250.01,2,Bronze,48.0,True,0
C00079,61.0,Male,North,68,12363.82,42,319.78,6,Silver,74.0,False,0
C00080,18.0,Female,West,81,11854.65,84,173.71,6,Bronze,98.0,False,0
C00081,23.0,Male,North,113,11536.68,93,129.66,9,Silver,169.0,True,0
C00082,73.0,Male,East,53,39835.46,99,457.21,4,Gold,346.0,True,0
C00083,56.0,Female,North,20,47618.0,96,462.7,2,Gold,238.0,True,0
C00084,49.0,Male,North,100,20679.7,56,423.23,10,Platinum,140.0,True,0
C00085,,Male,South,76,10994.25,21,489.32,7,Silver,78.0,True,1
C00086,52.0,Female,North,85,28523.59,84,375.05,8,Gold,237.0,False,0
C00087,43.0,Female,South,12,29355.33,81,384.69,4,Silver,93.0,False,0
C00088,52.0,Male,North,38,36047.49,100,383.67,4,Platinum,357.0,True,0
C00089,20.0,Male,North,93,17607.81,66,245.5,4,Silver,175.0,True,0
C00090,49.0,Female,West,100,3457.95,15,233.66,8,Gold,202.0,True,0
C00091,51.0,Male,West,53,6151.85,51,127.71,2,Bronze,330.0,True,0
C00092,34.0,Male,West,97,16737.14,45,325.96,10,Silver,112.0,True,0
C00093,21.0,Female,North,102,13271.73,85,151.77,1,Gold,173.0,True,0
C00094,74.0,Female,South,47,4828.98,40,136.33,5,Bronze,195.0,False,0
C00095,59.0,Other,South,108,11374.11,33,297.12,3,Bronze,99.0,True,0
C00096,54.0,Male,South,35,1778.55,9,210.89,7,Platinum,20.0,False,1
C00097,62.0,Male,South,29,8032.08,84,117.24,7,Silver,104.0,True,1
C00098,56.0,Female,East,82,31082.84,76,409.87,10,Bronze,42.0,True,0
C00099,25.0,Female,South,77,1833.72,5,431.68,8,Bronze,247.0,True,1
C00100,44.0,Male,South,17,3631.22,44,92.17,2,Bronze,3.0,False,0
C00101,69.0,Female,West,100,721.55,48,13.68,2,Silver,116.0,True,0
C00102,34.0,Male,West,24,6998.16,47,174.7,9,Platinum,323.0,True,0
C00103,74.0,Female,South,97,41398.79,92,400.78,5,Platinum,208.0,False,0
C00104,21.0,Female,North,1,7916.96,16,421.2,1,Silver,246.0,False,0
C00105,37.0,Male,East,96,2513.93,31,77.78,9,Silver,245.0,False,1
C00106,38.0,Other,South,95,8021.56,19,389.42,7,Bronze,109.0,True,0
C00107,53.0,Other,West,94,1809.96,25,66.7,0,Gold,231.0,True,0
C00108,28.0,Male,South,80,21910.74,91,201.13,8,Bronze,81.0,False,0
C00109,31.0,Male,North,57,44428.72,95,499.32,6,Bronze,232.0,True,0
C00110,56.0,Female,North,85,451.47,5,104.37,6,Platinum,250.0,True,0
C00111,34.0,Male,North,34,5510.08,64,85.44,9,Gold,320.0,True,0
C00112,68.0,Male,South,94,5281.4,24,217.17,5,Bronze,336.0,True,0
C00113,68.0,Male,South,67,5464.64,20,313.64,5,Silver,9.0,False,0
C00114,35.0,Female,West,56,14647.63,30,467.12,6,Silver,110.0,False,1
C00115,50.0,Male,West,61,,20,490.6,2,Bronze,200.0,True,0
C00116,37.0,Female,North,69,2583.37,50,44.12,1,Bronze,118.0,False,0
C00117,38.0,Male,West,5,7031.05,100,77.62,9,Bronze,226.0,True,0
C00118,56.0,Male,East,17,19131.19,59,397.46,2,Silver,312.0,True,0
C00119,35.0,Female,South,30,8779.2,73,142.61,5,Silver,95.0,True,0
C00120,26.0,Male,South,14,19874.59,50,443.58,2,Silver,327.0,False,1
C00121,33.0,Male,South,53,609.57,2,335.09,2,Bronze,322.0,True,0
C00122,71.0,Male,North,81,474.21,9,64.8,6,Platinum,334.0,True,0
C00123,33.0,Female,West,79,10288.44,27,417.94,8,Silver,27.0,False,0
C00124,39.0,Male,North,57,2114.22,25,96.41,4,Gold,108.0,True,0
C00125,54.0,Male,North,103,17590.71,85,217.51,1,Bronze,46.0,False,0
C00126,23.0,Male,South,68,22753.02,85,280.57,2,Silver,44.0,True,0
C00127,33.0,Male,North,10,,86,255.38,1,Gold,20.0,True,1
C00128,28.0,Male,North,92,20632.93,64,346.22,9,Bronze,161.0,False,0
C00129,71.0,Female,South,69,15438.87,56,329.82,3,Bronze,32.0,True,0
C00130,72.0,Male,South,77,26122.31,65,496.1,4,Bronze,108.0,True,0
C00131,61.0,Male,North,68,18047.23,41,499.72,0,Bronze,359.0,True,0
C00132,32.0,Female,West,67,19725.22,68,263.07,4,Silver,323.0,False,0
C00133,53.0,Female,West,11,5421.74,80,56.65,10,Bronze,343.0,False,1
C00134,56.0,Male,East,68,33070.42,77,366.64,4,Bronze,14.0,False,0
C00135,,Male,East,96,30342.46,62,488.57,7,Silver,242.0,True,0
C00136,27.0,Male,West,37,1008.56,6,165.98,2,Bronze,232.0,True,0
C00137,60.0,Female,South,73,15949.57,73,235.99,1,Bronze,49.0,True,0
C00138,29.0,Male,South,4,8955.59,37,218.14,8,Silver,331.0,True,0
C00139,50.0,Male,North,42,2919.58,75,35.2,0,Bronze,148.0,False,0
C00140,68.0,Male,East,53,20852.09,54,339.41,4,Bronze,357.0,True,0
C00141,21.0,Male,North,118,,89,183.14,3,Bronze,42.0,True,0
C00142,26.0,Male,East,26,13105.8,34,395.86,0,Bronze,238.0,True,0
C00143,65.0,Male,West,34,43459.38,94,417.74,5,Silver,48.0,True,0
C00144,19.0,Female,North,50,39350.2,85,412.4,10,Bronze,,True,0
C00145,57.0,Female,East,120,6723.88,34,214.17,0,Bronze,222.0,True,0
C00146,47.0,Female,South,103,9620.15,49,167.56,8,Platinum,28.0,True,0
C00147,38.0,Female,South,5,,54,376.92,5,Platinum,79.0,True,0
C00148,68.0,Male,East,29,37136.56,77,402.68,7,Bronze,132.0,True,0
C00149,67.0,Female,North,99,19168.67,69,250.72,1,Bronze,5.0,False,0
C00150,36.0,Female,West,7,32230.29,86,447.59,9,Silver,4.0,True,1
C00151,18.0,Female,South,103,3165.42,37,80.52,0,Gold,338.0,True,0
C00152,25.0,Female,South,34,18289.5,51,440.74,9,Gold,359.0,True,0
C00153,24.0,Male,West,111,2783.44,44,57.09,7,Bronze,196.0,True,0
C00154,74.0,Male,North,36,8684.23,91,85.23,3,Bronze,330.0,False,0
C00155,52.0,Male,South,53,8763.86,31,271.58,0,Silver,240.0,True,0
C00156,57.0,Male,West,80,2904.54,59,43.08,6,Gold,11.0,False,0
C00157,31.0,Male,South,16,391.41,13,35.88,0,Gold,261.0,False,0
C00158,67.0,Male,North,67,802.49,86,10.25,6,Bronze,7.0,True,0
C00159,59.0,Male,South,61,8428.57,39,223.8,8,Silver,299.0,True,0
C00160,61.0,Female,West,95,11139.52,35,389.57,2,Bronze,134.0,True,0
C00161,45.0,Female,West,120,1564.05,59,27.07,2,Silver,52.0,True,0
C00162,58.0,Female,West,80,14932.74,50,329.61,2,Platinum,95.0,True,0
C00163,49.0,Male,South,50,33625.63,85,413.33,2,Silver,250.0,True,0
C00164,40.0,Female,West,49,4835.93,54,92.32,1,Bronze,310.0,True,0
C00165,52.0,Female,South,51,4908.73,52,81.96,2,Silver,209.0,True,0
C00166,36.0,Female,West,98,4313.37,11,431.79,7,Silver,59.0,False,0
C00167,73.0,Female,West,39,1435.29,3,413.33,3,Gold,,False,0
C00168,59.0,Male,North,21,10638.56,40,274.08,8,Bronze,289.0,False,0
C00169,60.0,Male,West,41,38307.33,100,411.41,9,Gold,150.0,True,0
C00170,59.0,Female,East,3,5106.53,92,55.45,8,Bronze,203.0,True,1
C00171,44.0,Other,East,13,12386.49,63,203.3,5,Bronze,352.0,False,0
C00172,73.0,Male,West,11,21469.67,64,371.52,3,Bronze,138.0,False,0
C00173,,Male,North,93,5451.84,40,136.15,10,Bronze,10.0,True,0
C00174,50.0,Male,East,87,5866.26,18,378.64,2,Bronze,54.0,True,0
C00175,22.0,Male,North,84,241.83,1,257.05,5,Silver,220.0,True,0
C00176,35.0,Other,South,56,13177.3,34,377.63,4,Bronze,365.0,False,0
C00177,51.0,Female,North,87,7342.63,32,237.69,8,Bronze,271.0,True,0
C00178,46.0,Male,North,20,4298.45,20,190.27,6,Bronze,226.0,True,0
C00179,72.0,Male,West,109,2755.37,26,117.4,8,Bronze,118.0,True,0
C00180,53.0,Male,South,61,399.53,3,112.11,10,Gold,161.0,True,0
C00181,41.0,Male,South,113,25699.68,61,378.23,4,Platinum,15.0,True,0
C00182,42.0,Female,South,19,7536.63,93,68.27,9,Bronze,,False,0
C00183,53.0,Female,East,60,4142.66,70,52.13,1,Gold,228.0,True,0
C00184,63.0,Female,East,84,3716.21,45,96.38,10,Gold,331.0,True,0
C00185,34.0,Male,East,60,4168.21,43,95.92,1,Platinum,337.0,True,0
C00186,51.0,Female,West,54,11121.5,31,413.32,9,Bronze,300.0,False,0
C00187,51.0,Female,South,20,3470.99,15,205.27,4,Bronze,8.0,True,0
C00188,18.0,Male,West,46,30717.83,60,495.29,10,Silver,297.0,True,1
C00189,70.0,Female,West,29,3985.58,57,77.23,1,Gold,80.0,True,0
C00190,51.0,Female,East,37,386.98,1,330.23,5,Gold,225.0,False,0
C00191,32.0,Female,North,83,8168.81,42,229.88,9,Silver,346.0,False,0
C00192,54.0,Male,South,76,5815.7,28,202.53,0,Bronze,325.0,False,0
C00193,57.0,Male,East,73,8596.55,18,438.79,2,Gold,243.0,True,0
C00194,71.0,Female,South,44,28536.33,71,488.04,0,Gold,110.0,False,0
C00195,19.0,Male,South,116,,53,437.7,3,Bronze,191.0,False,0
C00196,41.0,Male,South,11,7513.64,64,104.23,4,Silver,257.0,True,0
C00197,28.0,Female,North,42,7037.6,72,118.19,6,Silver,,True,0
C00198,51.0,Male,North,15,32977.23,99,331.48,2,Silver,148.0,True,0
C00199,47.0,Male,West,41,11097.33,81,151.65,1,Silver,148.0,True,0
C00200,45.0,Other,North,116,24830.45,63,370.02,1,Gold,219.0,True,0
C00201,74.0,Female,West,44,21444.74,88,287.55,10,Platinum,14.0,True,1
C00202,48.0,Female,South,110,15786.77,48,279.95,10,Silver,365.0,False,0
C00203,41.0,Female,West,60,47685.45,99,415.99,2,Bronze,38.0,True,0
C00204,21.0,Male,South,84,24114.2,77,358.16,2,Bronze,360.0,True,0
C00205,,Male,West,55,1411.91,66,23.02,0,Bronze,13.0,True,0
C00206,70.0,Female,East,32,3224.12,91,34.23,10,Bronze,188.0,True,0
C00207,44.0,Male,West,92,17229.82,52,304.76,7,Bronze,153.0,True,0
C00208,70.0,Male,North,117,17705.14,73,248.23,8,Silver,210.0,True,0
C00209,48.0,Male,West,32,3439.03,29,137.49,3,Bronze,159.0,True,0
C00210,49.0,Female,South,94,17564.26,97,215.14,7,Bronze,328.0,False,0
C00211,42.0,Male,South,32,,63,381.38,0,Gold,7.0,True,0
C00212,50.0,Female,North,87,32202.59,79,415.04,7,Bronze,360.0,False,0
C00213,21.0,Male,West,95,,47,285.0,6,Silver,252.0,False,1
C00214,21.0,Female,East,54,17176.26,87,198.83,3,Platinum,285.0,True,0
C00215,,Male,West,89,1333.9,8,142.64,7,Silver,52.0,True,0
C00216,52.0,Male,East,33,2663.05,12,265.74,7,Bronze,24.0,True,1
C00217,49.0,Female,North,10,7082.58,51,164.23,4,Bronze,145.0,False,1
C00218,42.0,Female,South,12,,74,286.41,2,Silver,118.0,True,0
C00219,35.0,Male,South,54,32618.56,81,341.56,0,Silver,286.0,True,0
C00220,59.0,Male,North,109,1765.76,45,42.38,10,Bronze,328.0,False,0
C00221,53.0,Male,West,16,644.18,65,10.52,3,Silver,157.0,True,0
C00222,20.0,Male,West,55,6263.68,56,114.02,3,Silver,281.0,False,0
C00223,44.0,Female,East,85,42027.75,97,448.31,7,Bronze,22.0,True,0
C00224,59.0,Male,East,25,18887.72,66,326.68,2,Silver,271.0,False,0
C00225,63.0,Female,East,87,4589.77,42,94.26,4,Bronze,37.0,True,0
C00226,34.0,Male,East,37,39013.15,97,446.23,7,Bronze,244.0,True,0
C00227,71.0,Female,North,98,2860.1,11,240.28,6,Gold,140.0,False,1
C00228,55.0,Male,East,70,19914.75,99,243.28,7,Bronze,152.0,True,0
C00229,43.0,Male,West,66,6111.95,16,468.42,0,Silver,101.0,False,0
C00230,54.0,Male,West,22,1205.17,29,39.15,4,Silver,148.0,False,0
C00231,68.0,Female,East,56,8964.53,83,115.44,5,Bronze,320.0,True,0
C00232,31.0,Female,West,103,23347.03,74,297.03,6,Platinum,296.0,True,1
C00233,26.0,Female,East,3,8683.84,98,105.79,1,Bronze,125.0,False,0
C00234,43.0,Male,South,92,30351.32,75,342.97,1,Bronze,108.0,True,0
C00235,22.0,Male,South,60,8085.29,64,114.91,8,Platinum,186.0,False,0
C00236,66.0,Male,East,87,2359.29,35,58.59,7,Gold,250.0,True,1
C00237,74.0,Male,West,80,95.22,1,111.42,8,Silver,67.0,False,0
C00238,53.0,Female,North,52,2619.76,13,217.14,2,Bronze,266.0,True,0
C00239,74.0,Female,South,38,2737.14,30,96.31,10,Bronze,347.0,False,0
C00240,21.0,Female,East,76,385.65,5,76.0,3,Silver,309.0,True,0
C00241,54.0,Female,West,17,20220.29,51,431.54,7,Bronze,201.0,True,0
C00242,43.0,Male,South,71,,78,166.99,1,Bronze,117.0,False,0
C00243,,Male,East,12,17166.49,97,186.77,10,Gold,119.0,False,1
C00244,36.0,Female,North,78,1638.53,49,37.08,3,Bronze,271.0,True,0
C00245,49.0,Male,South,76,15546.36,88,185.11,8,Bronze,167.0,False,0
C00246,55.0,Male,West,11,12159.06,99,139.76,3,Bronze,39.0,True,1
C00247,27.0,Female,East,91,24053.95,86,309.14,8,Silver,248.0,True,0
C00248,53.0,Other,West,50,5464.14,47,110.64,4,Silver,51.0,True,0
C00249,71.0,Female,North,95,14037.47,33,445.3,0,Gold,361.0,True,0
C00250,18.0,Male,South,5,42801.3,98,465.54,2,Bronze,153.0,True,0
C00251,68.0,Female,West,22,1492.98,25,58.92,7,Bronze,125.0,True,0
C00252,53.0,Male,West,60,2916.51,42,62.63,2,Silver,21.0,True,0
C00253,37.0,Male,West,23,506.3,8,66.51,3,Bronze,62.0,False,0
C00254,60.0,Male,South,40,25965.45,80,313.59,5,Silver,346.0,False,0
C00255,53.0,Female,West,80,5379.98,65,69.76,2,Platinum,197.0,False,0
C00256,62.0,Female,South,18,3882.87,9,427.67,1,Silver,330.0,True,0
C00257,22.0,Female,West,82,10161.68,23,379.59,6,Silver,349.0,False,0
C00258,21.0,Male,West,13,25764.1,56,411.71,7,Platinum,18.0,True,0
C00259,55.0,Female,South,22,12127.79,55,267.77,8,Bronze,139.0,False,1
C00260,35.0,Male,South,71,39223.12,81,498.37,10,Platinum,306.0,True,0
C00261,31.0,Female,West,96,922.34,27,31.65,1,Silver,181.0,True,1
C00262,42.0,Male,South,21,22956.66,93,206.62,4,Silver,186.0,True,0
C00263,60.0,Male,South,36,7466.43,45,168.73,2,Platinum,209.0,False,0
C00264,28.0,Female,East,112,32992.11,83,474.84,9,Silver,257.0,False,0
C00265,74.0,Male,West,119,7198.06,24,292.66,5,Silver,343.0,False,0
C00266,42.0,Female,North,70,1378.12,4,405.03,1,Bronze,324.0,False,0
C00267,26.0,Male,West,54,617.24,6,93.47,7,Silver,229.0,False,0
C00268,22.0,Female,South,42,18659.26,38,489.53,0,Silver,211.0,True,0
C00269,67.0,Male,North,74,26597.77,96,254.33,3,Bronze,132.0,False,0
C00270,24.0,Male,South,71,1445.58,5,251.9,7,Gold,43.0,True,0
C00271,42.0,Male,South,36,18898.99,37,485.73,5,Silver,259.0,True,0
C00272,56.0,Male,East,3,2259.4,11,196.56,8,Bronze,1.0,True,1
C00273,47.0,Female,East,19,21210.48,94,204.79,6,Bronze,255.0,False,0
C00274,33.0,Male,North,116,22926.15,68,296.53,9,Silver,182.0,False,0
C00275,24.0,Male,South,51,6428.69,77,72.75,6,Bronze,288.0,True,0
C00276,59.0,Female,North,58,9813.77,72,167.33,0,Bronze,347.0,True,0
C00277,46.0,Male,South,57,7063.49,66,104.67,0,Silver,202.0,True,0
C00278,20.0,Female,East,94,4191.04,78,60.61,8,Bronze,210.0,False,0
C00279,28.0,Female,West,8,497.03,1,434.41,0,Bronze,178.0,False,0
C00280,50.0,Male,North,10,27535.91,87,298.77,4,Silver,137.0,True,1
C00281,27.0,Female,East,34,13306.87,74,185.75,0,Bronze,33.0,True,0
C00282,40.0,Male,South,59,13617.45,74,210.25,3,Platinum,12.0,True,0
C00283,25.0,Male,South,81,8287.25,40,221.44,6,Platinum,264.0,True,1
C00284,64.0,Male,East,59,28053.79,81,320.24,1,Silver,334.0,True,0
C00285,54.0,Female,North,53,15960.16,39,464.12,5,Platinum,20.0,True,0
C00286,63.0,Female,West,113,1955.66,5,467.06,10,Gold,120.0,True,1
C00287,21.0,Female,South,20,21217.23,91,201.83,0,Bronze,222.0,True,1
C00288,39.0,Other,North,69,4546.75,24,171.34,0,Gold,258.0,False,0
C00289,33.0,Male,West,66,2235.97,11,231.01,2,Bronze,269.0,True,0
C00290,54.0,Female,West,57,16653.43,63,288.29,9,Silver,254.0,True,0
C00291,65.0,Female,East,97,6741.8,24,236.29,4,Silver,31.0,False,0
C00292,31.0,Female,East,33,31003.23,86,332.79,7,Bronze,93.0,False,0
C00293,62.0,Female,North,115,13235.03,45,281.66,0,Bronze,172.0,True,0
C00294,51.0,Other,South,40,154.29,1,167.15,8,Platinum,24.0,True,0
C00295,65.0,Male,South,66,15839.46,96,179.41,0,Bronze,126.0,False,0
C00296,22.0,Female,West,63,8293.94,52,195.51,7,Bronze,141.0,True,0
C00297,75.0,Female,South,102,1661.09,27,56.37,1,Bronze,358.0,False,0
C00298,43.0,Female,East,53,5077.83,68,91.37,9,Silver,116.0,True,0
C00299,34.0,Male,South,35,15777.28,54,364.33,3,Gold,355.0,True,0
C00300,28.0,Other,East,3,657.24,3,200.66,2,Gold,256.0,True,1
C00301,75.0,Male,North,44,10320.02,76,115.12,3,Silver,253.0,False,0
C00302,69.0,Female,East,100,12915.99,41,285.71,0,Bronze,300.0,True,0
C00303,25.0,Female,North,2,26312.78,70,380.21,1,Bronze,308.0,True,0
C00304,43.0,Male,East,108,12184.21,90,136.14,6,Silver,82.0,True,0
C00305,,Female,North,66,25080.57,62,415.13,3,Gold,154.0,False,0
C00306,52.0,Male,West,17,29369.21,68,464.48,3,Gold,193.0,True,0
C00307,28.0,Female,West,37,7939.08,26,302.72,8,Silver,357.0,False,0
C00308,38.0,Female,East,67,7883.46,24,337.78,1,Silver,15.0,False,0
C00309,39.0,Male,West,38,1560.9,42,35.76,4,Silver,,True,0
C00310,34.0,Female,West,14,47185.8,86,473.3,2,Silver,79.0,False,0
C00311,73.0,Male,North,80,,53,202.32,5,Silver,76.0,False,0
C00312,29.0,Female,East,81,13465.97,35,462.71,3,Silver,279.0,True,0
C00313,58.0,Female,South,15,21851.9,78,293.7,0,Silver,74.0,True,0
C00314,70.0,Male,West,34,919.7,86,12.26,0,Platinum,290.0,True,0
C00315,64.0,Female,West,30,2473.48,91,28.89,9,Silver,363.0,True,0
C00316,64.0,Female,West,80,9426.49,30,343.41,0,Bronze,284.0,True,0
C00317,27.0,Female,South,88,17644.55,71,285.71,8,Bronze,63.0,False,0
C00318,25.0,Female,North,88,1525.77,60,23.0,10,Silver,,False,0
C00319,63.0,Female,North,113,16818.5,45,374.3,5,Silver,160.0,True,0
C00320,61.0,Female,North,93,19969.98,40,427.55,3,Silver,202.0,True,0
C00321,61.0,Male,West,39,2470.72,12,253.24,8,Gold,285.0,True,0
C00322,42.0,Male,East,13,5514.83,28,238.22,10,Bronze,155.0,True,0
C00323,48.0,Female,South,74,670.42,55,12.68,1,Silver,61.0,True,0
C00324,18.0,Male,South,110,29286.93,89,395.46,10,Gold,362.0,False,0
C00325,34.0,Female,North,118,13547.73,87,172.05,10,Silver,331.0,False,0
C00326,48.0,Male,East,28,,19,440.59,1,Silver,239.0,True,0
C00327,25.0,Female,South,29,11584.14,68,192.8,0,Bronze,254.0,False,0
C00328,25.0,Female,West,5,2270.22,9,286.89,7,Silver,342.0,True,0
C00329,20.0,Male,North,17,9973.33,68,142.47,0,Gold,174.0,False,0
C00330,30.0,Male,West,67,3101.66,35,88.69,6,Platinum,54.0,True,0
C00331,75.0,Male,North,66,18100.74,45,389.7,0,Silver,222.0,True,0
C00332,58.0,Female,South,45,17340.43,72,253.33,7,Bronze,165.0,True,0
C00333,72.0,Female,South,38,13267.51,43,272.88,2,Silver,292.0,True,0
C00334,32.0,Male,East,100,,81,483.05,1,Gold,282.0,True,0
C00335,52.0,Female,East,56,25290.35,54,482.15,0,Bronze,173.0,True,0
C00336,69.0,Male,North,97,46184.29,100,429.26,2,Gold,135.0,False,0
C00337,38.0,Male,South,116,7484.4,64,101.93,5,Bronze,155.0,False,0
C00338,56.0,Male,East,39,8564.3,30,301.19,0,Bronze,231.0,True,0
C00339,58.0,Male,South,25,35273.24,78,440.29,8,Bronze,233.0,True,0
C00340,66.0,Female,North,115,6565.87,41,193.49,6,Bronze,187.0,False,0
C00341,74.0,Female,North,77,2791.17,54,59.54,3,Gold,195.0,True,0
C00342,,Female,East,35,4720.27,14,407.37,10,Silver,363.0,True,0
C00343,51.0,Female,South,75,,12,246.06,7,Bronze,93.0,False,0
C00344,68.0,Male,East,62,15210.93,58,286.55,7,Silver,64.0,True,0
C00345,57.0,Male,North,109,10169.1,19,491.25,1,Bronze,292.0,False,0
